,Tanggal,Hari,Bulan,Tahun,HargaJual,HargaBeli,Inflasi,HargaMinyak,Kurs Jual,Kurs Beli
529,,18,2,2020,697000,779000,0.0298,"52,05",,
530,,17,2,2020,696000,779000,0.0298,"52,20",,
531,,16,2,2020,697000,780000,0.0298,"52,36",,
532,,15,2,2020,697000,780000,0.0298,"52,05",,
533,,14,2,2020,692000,777000,0.0298,"52,05",,
534,,13,2,2020,689000,774000,0.0298,"51,42",,
535,,12,2,2020,689000,774000,0.0298,"51,17",,
536,,11,2,2020,692000,776000,0.0298,"49,94",,
537,,10,2,2020,690000,775000,0.0298,"49,57",,
538,,9,2,2020,687000,772000,0.0298,"50,32",,
539,,8,2,2020,687000,772000,0.0298,"50,32",,
540,,7,2,2020,687000,772000,0.0298,"50,32",,
541,,6,2,2020,685000,770000,0.0298,"50,95",,
542,,5,2,2020,687000,771000,0.0298,"50,75",,
543,,4,2,2020,695000,778000,0.0298,"49,61",,
544,,3,2,2020,696000,779000,0.0298,"50,11",,
545,,2,2,2020,697000,781000,0.0298,"51,56",,
546,,1,2,2020,697000,781000,0.0298,"51,56",,
547,,31,1,2020,690000,774000,0.0268,"51,56",,
548,,30,1,2020,690000,774000,0.0268,"52,14",,
549,,29,1,2020,687000,771000,0.0268,"53,33",,
550,,28,1,2020,690000,774000,0.0268,"53,48",,
551,,27,1,2020,690000,774000,0.0268,"53,14",,
552,,26,1,2020,683000,768000,0.0268,"54,19",,
553,,25,1,2020,683000,768000,0.0268,"54,19",,
554,,24,1,2020,683000,768000,0.0268,"54,19",,
555,,23,1,2020,686000,772000,0.0268,"55,59",,
556,,22,1,2020,683000,769000,0.0268,"56,74",,
557,,21,1,2020,684000,771000,0.0268,"58,34",,
558,,20,1,2020,682000,769000,0.0268,"58,73",,
559,,19,1,2020,682000,770000,0.0268,"59,27",,
560,,18,1,2020,682000,770000,0.0268,"58,54",,
561,,17,1,2020,680000,768000,0.0268,"58,54",,
562,,16,1,2020,685000,772000,0.0268,"58,52",,
563,,15,1,2020,679000,767000,0.0268,"57,81",,
564,,14,1,2020,679000,767000,0.0268,"58,23",,
565,,13,1,2020,692000,778000,0.0268,"58,08",,
566,,12,1,2020,693000,780000,0.0268,"59,04",,
567,,11,1,2020,693000,780000,0.0268,"59,04",,
568,,10,1,2020,690000,777000,0.0268,"59,04",,
569,,9,1,2020,696000,782000,0.0268,"59,56",,
570,,8,1,2020,714000,799000,0.0268,"59,61",,
571,,7,1,2020,700000,784000,0.0268,"62,70",,
572,,6,1,2020,700000,783000,0.0268,"63,27",,
573,,5,1,2020,693000,774000,0.0268,"63,05",,
574,,4,1,2020,693000,774000,0.0268,"63,05",,
575,,3,1,2020,683000,766000,0.0268,"63,05",,
576,,2,1,2020,678000,762000,0.0268,"61,18",,
577,,1,1,2020,678000,762000,0.0268,"61,33",,
